,compound,score
5309,O=C(O)c1oc2ccccc2c1CSCc1ccccc1,0
5310,CNC(=O)c1cc2c(ccc3ccccc32)o1,0
5311,COc1ccc(C(=O)N2C[C@H]3CN(c4nc5ccc(OC)cc5s4)C[C@H]3C2)c(OC)c1,1
5312,O=c1cc(N2CCN(c3ccc(F)cc3)CC2)[nH]c(=O)n1C1CCCCC1,0
5313,COc1ccc(-n2c3c(cc(C(=O)NNc4ccccc4C)c2=O)C(=O)CC(C)(C)C3)cc1,0
5314,Cc1nc(C(=O)N2CCC[C@@H](C)[C@H]2CNc2cc(C(F)(F)F)ccn2)c(-c2ccc(F)cc2)s1,1
5315,CCOC(=O)C1=C(CNCCc2ccc(Cl)cc2)NC(=O)NC1c1cccc([N+](=O)[O-])c1,0
5316,O=C(c1ccccc1-c1ncccn1)N1CC2CCC1C(Nc1cnc(C(F)(F)F)cn1)C2,1
5317,COc1ccc(-n2nccn2)c(C(=O)N2CCC[C@H]2c2nc(-c3ccccc3Cl)no2)c1,1
5318,COCCN(C(=O)COC(=O)c1cccnc1SC)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O,0
5319,NNc1ncnc2scc(-c3ccc(Cl)cc3)c12,0
5320,CCOCCc1c(O)nc(SCCOc2ccc(C)c(C)c2)nc1O,0
5321,O=C1c2ccccc2C(=O)N1Cc1nc(-c2ccccc2)no1,0
5322,O=C(Nc1ccon1)c1cc2c(s1)CCCC2,0
5323,CC(OC(=O)c1cccnc1SCc1cc(=O)n2ccccc2n1)c1ccccn1,0
5324,Cc1ccc(S(=O)(=O)N2CCSC2)cc1C,0
5325,Cc1cc(C)nc(N2CC3CN(C(=O)c4cccc(F)c4C)CC3C2)n1,1
5326,Cc1nsc(-n2nccn2)c1C(=O)N1C[C@H](Oc2cc(C#N)ccn2)CC[C@H]1C,1
5327,O=C(Nc1ccc(F)cc1F)C1CCCN1S(=O)(=O)c1cccc2nsnc12,1
5328,Cn1nc(CC(=O)NCCN2C(=O)CSC2=O)c2ccccc2c1=O,0
5329,CCOC(=O)C1CN(S(=O)(=O)c2ccccc2)c2cc(S(=O)(=O)CC)ccc2O1,0
5330,O=C(c1ccccc1)c1cccc[n+]1[O-],0
5331,CCN(CCN(C)c1nc(C)cc(C)n1)C(=O)c1ccccc1OC(F)(F)F,1
5332,CCOc1cc(C2C(C(C)=O)=C(O)C(=O)N2CCc2c[nH]c3ccccc23)ccc1O,0
5333,CCOC(=O)c1ccc(NS(=O)(=O)c2ccc3c(c2)NC(=O)CCS3)cc1,0
5334,O=C(NCCN1CCOCC1)C1CCC(CNS(=O)(=O)c2ccccc2)CC1,0
5335,Oc1nc2sc3c(c2c2nncn12)CCCC3,0
5336,CCOC(=O)CC(NC(=O)CCc1c(C)nc2nc(C)nn2c1C)c1ccc(C)cc1,0
5337,CCc1nnc(NC(=O)CSc2nc(N)c(NC(=O)c3ccc(OC)cc3)c(O)n2)s1,0
5338,CCn1c(S)nnc1CCc1nc2ccccc2[nH]1,0
5339,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CCOCC1,1
5340,O=C(Nc1cccc(NC(=O)c2cccs2)c1)c1ccc2c(c1)OCO2,0
5341,C[C@@H]1CC[C@@H](Oc2cccc(C(C)(O)C(F)F)c2)CN1C(=O)c1ccccc1-n1nccn1,1
5342,CSc1ccc(C(=O)NCC(=O)O)cc1[N+](=O)[O-],1
5343,O=[N+]([O-])c1ccc(S(=O)(=O)NCC2CCCO2)cc1,1
5344,CCC1C2CC(Oc3ccc(C(F)(F)F)cn3)C(C2)N1C(=O)c1ccccc1-c1ncc(F)cn1,1
5345,CN(C)c1ccc(NC(=O)Nc2csc3ccccc23)cc1,1
5346,COCCN1CCN(C(=O)C2CCC(=O)N(Cc3ccccc3OC)C2)CC1,0
5347,CCC(C)(C)n1nnnc1C(c1ccccn1)N1CCN(c2cccc(OC)c2)CC1,0
5348,Cc1[nH]c2ccccc2c1Cc1nnc(S)n1C,0
5349,O=C(Nc1cccc2ncccc12)c1ccc([N+](=O)[O-])o1,1
5350,C=CCN(CC=C)C(=S)NC(=O)c1ccc(OC)c(Br)c1,0
5351,NS(=O)(=O)c1ccc(NN=C2CCN(Cc3ccccc3)CC2)c([N+](=O)[O-])c1,1
5352,CS(=O)(=O)c1ccc(S(=O)CC(=O)Oc2ccc(Cl)cc2)c([N+](=O)[O-])c1,1
5353,COc1ccc(-n2c(=S)[nH]c3ccccc3c2=S)cc1,0
5354,Nc1n[nH]c(SCC(=O)NN(c2ccccc2)c2ccccc2)n1,0
5355,Clc1ccc(CSc2cc3c(nn2)-c2ccccc2CC3)cc1Cl,0
5356,Cc1ccc2nc3ccc([N+](=O)[O-])cn3c2c1,1
5357,O=C(CSc1nc(-c2ccccc2)c(-c2ccccc2)[nH]1)Nc1ccc2c(c1)OCO2,1
5358,COCCn1c(Cc2ccccc2)nnc1SCC(=O)N1CCOCC1,0
5359,Cc1ccc(-c2sc(C)nc2C(=O)N2CC[C@H](C)[C@H]2C2=NC3C(C(F)(F)F)=CC=CC3=N2)cc1,1
5360,Cc1nc(-c2cccc(CN3C(=O)C(C)CC3c3ccccc3-c3ccccc3)c2)cs1,1
5361,Cc1c(C(=O)Nc2ccc(N3CCOCC3)cc2)oc2ccccc12,1
5362,Cc1cccnc1NC(=O)CSc1ccc2c(c1)OCCO2,0
5363,O=C(c1ccccc1-n1nccn1)N1CCOC[C@H]1Cc1ccc(O)c(-c2ncccn2)c1,1
5364,CCN(CCn1ncc(C(C)(C)O)n1)C(=O)c1ccccc1-n1nccn1,1
5365,Nc1cc(S(=O)(=O)O)cc([N+](=O)[O-])c1O,0
5366,Cc1ccccc1NC(=O)c1cc(S(=O)(=O)N2CCOCC2)cn1C,0
5367,Cc1nn(CC(=O)N2CCOCC2)c(=O)c2nn(-c3ccccc3)c(C)c12,0
5368,Cc1noc(-c2ccccc2C(=O)N2CCC[C@H]2c2nc(-c3cccc(Cl)c3C)no2)n1,1
5369,O=C(CCc1nnc(Cc2ccc3c(c2)OCO3)o1)N(CC1CCC1)CC1CCCO1,0
5370,O=c1c2ccccc2ncn1-c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],1
5371,COc1ccc(C(=O)Nc2ccc3ccccc3n2)c(OC)c1OC,1
5372,CCN1CCCC1CN(Cc1cc2ccc(C)c(C)c2nc1O)C(=O)Nc1ccccc1OC,0
5373,CN(C1CCS(=O)(=O)C1)S(=O)(=O)c1cccc2nsnc12,1
5374,COc1cccc(OC)c1C1CCCCC(=O)N1Cc1ccccc1-c1ccccc1,1
5375,Cc1cc(C(=O)OCC(=O)Nc2nc(-c3ccccc3)cs2)c(C)o1,1
5376,CNC(=S)N(CCc1c(C)[nH]c2ccccc12)Cc1cccnc1,0
5377,CCC1Oc2ccc(C)cc2N(CC(=O)NCCc2ccc(OC)c(OC)c2)C1=O,1
5378,CC(C(=O)NCc1cccs1)n1cccc1,0
5379,O=C(CSc1nnc(-c2ccccc2Cl)n1Cc1ccco1)Nc1ccc2c(c1)OCCO2,1
5380,CC(C)c1onc(C(=O)Nc2ccc3c(c2)OCO3)c1[N+](=O)[O-],0
5381,O=C(Nc1ccccn1)[C@@H]1C[C@@]1(COc1ccccc1)c1ccccc1,1
5382,CC(C)OCCCn1c(=N)c(C(N)=S)cc2c(=O)n3ccccc3nc21,1
5383,CC1(C)C(=O)Nc2ccccc2N1C(=O)COC(=O)C12CC3CC(CC(O)(C3)C1)C2,0
5384,Cc1ccc(C(=O)Nc2nc3nc(-c4ccccc4)cc(O)n3n2)cc1,0
5385,COc1ccc(-c2ccc(C)cc2C(=O)N2CCC[C@@]2(C)C2=NC3C=C(C(F)(F)F)C=CC3=N2)cc1,1
5386,COc1ccc(S(=O)(=O)N2CCC[C@H]2C(=O)Nc2cccc(C#N)c2)cc1,1
5387,CN(C(=O)c1cnccn1)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O,0
5388,CC(C)Cn1c(N)c(C(=O)CSc2nnc(-c3ccco3)n2C)c(=O)n(C)c1=O,0
5389,S=C(Nc1ccccc1)N1CCOCC1,0
5390,COc1cccc(-c2ccc(C)cc2C(=O)N2CCC[C@@]2(C)C2=NC3C=C(C(F)(F)F)C=CC3=N2)c1,1
5391,Cc1noc(-c2c(F)cccc2C(=O)N2C3CCC2C(Nc2cnc(C(F)(F)F)cn2)C3)n1,1
5392,COc1ccc(OC)c(NC(=O)COc2ccc(S(=O)(=O)N3CCCC3)cc2)c1,0
5393,Cc1cc(=O)nc2c3ccccc3n(C(C)C(=O)Nc3c(F)c(F)c(F)c(F)c3F)n12,0
5394,CCOC(=O)c1cc(Sc2ccccc2N)cc(C(=O)OCC)n1,0
5395,CC(Sc1nnc(-c2ccco2)n1N)C(=O)NC1CCCCC1C,0
5396,O=C(Oc1ccc2c(-c3ccccc3)cc(=O)oc2c1)c1cccs1,0
5397,CCOC(=O)c1cc(=O)c2c([N+](=O)[O-])ccc(OC)c2o1,1
5398,CC(C)n1cnc2c(S)ncnc21,0
5399,O=C(CN1C(=O)NC2(CCCc3ccccc32)C1=O)c1ccc(F)c(F)c1,0
5400,Cc1nc(C(=O)N2CCC[C@@]2(C)C2=NC3C=C(OC(F)(F)F)C=CC3=N2)c(-c2cc(F)cc(F)c2)s1,1
5401,Cc1cccc(C(=O)N2CCC[C@@H](C)[C@H]2CNc2ncc(Cl)cn2)c1-n1nccn1,1
5402,O=C1COc2ccc(S(=O)(=O)CCC(=O)N3CCN(c4cccc(Cl)c4)CC3)cc2N1,0
5403,CN(c1ccc(C(F)(F)F)cn1)C1CC2CC1N(C(=O)c1cccc(F)c1-c1ncccn1)C2,1
5404,CCCc1nc(C)cc(N2CC3CN(C(=O)c4ccccc4-n4nccn4)CC3C2)n1,1
5405,Cc1c(C#N)ccnc1O[C@@H]1CC[C@@H](C)N(C(=O)c2sccc2-c2cscn2)C1,1
5406,COc1cccc2c(=O)cc(C)n(CC(=O)Nc3ccc(C)c(C)c3)c12,1
5407,CCN(CC)C(=O)Cn1cc(C(=O)C(=O)NCCc2c[nH]c3ccccc23)c2ccccc21,1
5408,COc1cc(OC)nc(N2CC[C@@H]3CCN(C(=O)c4ccccc4-n4nccn4)C[C@@H]32)n1,1
5409,Cc1cc2ccc(C)c(C)c2nc1SCC#N,0
5410,CC(C)C(=O)N1CCN(c2ccc(NC(=O)c3ccc([N+](=O)[O-])o3)cc2)CC1,1
5411,CCCCC(=O)NC(=S)Nc1cccc(Cl)c1N1CCCCC1,0
5412,Cc1ccc(C(=O)N2C3CCC2C(COc2nccc(C(F)(F)F)n2)C3)c(-n2nccn2)n1,1
5413,Cc1nc(CN2CCCC3(CCN(c4cnc5ccccc5n4)CC3)C2=O)c(-c2cccc(F)c2)s1,1
5414,COc1cccc(OC)c1C1CCCC(=O)N1Cc1ccc(OC(F)F)nc1,1
5415,CC(=O)c1cnc2nc3ccccc3n2c1O,0
5416,COc1ccc(NC(=O)Cn2c(=O)n(-c3ccc(OC)cc3OC)c(=O)c3c(C)c(C)sc32)cc1,0
5417,Cc1ccc(CCNC(=O)C2CCN(S(=O)(=O)c3ccc4nc5c(c(C(=O)O)c4c3)CCCC5)CC2)cc1,0
5418,Cc1ccc(Cn2c(Sc3nnc(C)s3)nc3c2c(=O)[nH]c(=O)n3C)cc1,0
5419,NC(=O)Nn1c(CCC(=O)O)ccc1-c1ccc(Cl)cc1,0
5420,COc1ccc(C(CNC(=O)c2cccc(S(=O)(=O)Nc3ccccc3Cl)c2)N2CCOCC2)cc1,1
5421,O=C(CSc1cccc[n+]1[O-])N1CCCCCC1,0
5422,O=C(c1cccc(F)c1-c1ncccn1)N1C2CCC1C(Oc1ncc(C(F)(F)F)cn1)C2,1
5423,CCN(CCN(C)c1cc(C#N)ccn1)C(=O)c1cc(F)ccc1-n1nccn1,1
5424,Cc1cc(C)nc(N2C[C@@H]3CCN(C(=O)c4cccc(F)c4-n4nccn4)C[C@@H]32)c1,1
5425,CC(C)c1ccccc1NC(=S)NCCCn1ccnc1,0
5426,COC(=O)c1cc2ccsc2n1Cc1cc(=O)n2ccccc2n1,0
5427,COC1=CC2=NC([C@@H]3[C@@H](C)CCN3C(=O)c3ncsc3-c3cccc(Cl)c3)=NC2C=C1OC,1
5428,Cc1cc(C)nc(N[C@@H]2CCCN(C(=O)c3cc(F)ccc3-n3nccn3)[C@H]2C)n1,1
5429,Cc1ccn2cc(C(=O)Nc3ccc4c(c3)OCCO4)nc2c1,1
5430,CCN(CC)C(=O)C(=O)c1cn(CCOc2ccccc2)c2ccccc12,0
5431,O=C(CCCn1c(=O)[nH]c2cc(Cl)ccc2c1=O)NCCCN1CCCC1,0
5432,Cc1ccc(C(=O)N2CC[C@H]2c2nc(-c3cccc(Cl)c3C)no2)c(-n2nccn2)c1,1
5433,Cc1ccc(Cl)cc1N(CC(=O)NC1CCCC1)C(=O)c1csnn1,0
5434,COc1ccc(-n2nccn2)c(C(=O)N2CC[C@H](C)[C@H]2C2=NC3C(=N2)C=CC(Cl)=C3C)c1,1
5435,N#CCC(=O)Nc1ccc(C(=O)OCC(=O)c2ccc3c(c2)OCCO3)cc1,0
5436,CC1CN(C(=O)Nc2ccc(Br)cc2Cl)CC(C)O1,0
5437,COc1cccc(OC)c1C(=O)Nc1cccc2c1CCCC2,1
5438,Cc1cc(C)n2cc(CSc3ccc(Br)cc3)nc2n1,0
5439,N#CCCN(C(=O)CN1CCN(S(=O)(=O)c2ccc3c(c2)OCCO3)CC1)c1ccc(F)cc1,0
5440,O=c1c2ccccc2nc(-c2ccc(Br)cc2)n1Cc1ccccc1,0
5441,Cc1nnc(N2C(=O)c3cccc4cccc(c34)C2=O)s1,1
5442,CCC(=O)Nc1nc(O)c2c(n1)CCCC2,0
5443,CC1=C(C)CC(C(=O)NNC(=O)c2cccc(Cl)c2)C(C(=O)O)C1,0
5444,CCOC(=O)c1c(N)nn(C(=O)CC)c1-c1ccccc1,0
5445,Fc1ccc(Cn2nnnc2CN2CCN(C3CCCC3)CC2)cc1,0
5446,CCOC(OCC)c1cn(Cc2ccc3c(c2)C(=O)c2ccccc2C3=O)nn1,1
5447,CCOc1ccccc1N1CCN(C(=O)C2CSC3(C)CCC(=O)N23)CC1,0
5448,CCOC(=O)c1c(-c2ccc(F)cc2)csc1NC(=O)CN1C(=O)NC2(CCCCC2C)C1=O,0
5449,O=C(c1ccccc1-c1ncc(F)cn1)N1C2CCC1C(Oc1ccc(C(F)(F)F)cn1)C2,1
5450,O=C(CCN1CCCCC1)NNC(=O)C12CC3CC(CC(C3)C1)C2,0
5451,CN1C(=O)SC(Nc2ccc(F)cc2)C1=O,0
5452,O=C1c2cccc(OCc3ccc(F)cc3)c2CCN1Cc1ccc(F)cc1,0
5453,O=C(O)CCC(=O)NCc1ccc2[nH]c3c(c2c1)CCCC3,0
5454,CCn1cc(S(=O)(=O)CC(=O)NC2CCCCC2)c2ccccc21,0
5455,Cc1nc(C(=O)N2CCC[C@@H](C)[C@H]2CNc2cncc(Cl)n2)c(-c2ccc(F)cc2)s1,1
5456,COc1ccc(NC(=O)NNC(=O)c2ccccc2-n2cccc2)cc1OC,0
5457,O=C(c1cc(F)ccc1-c1ncc(F)cn1)N1C(CF)C2CCC1C(Oc1ccc(C(F)(F)F)cn1)C2,1
5458,Cc1ccc(-n2nccn2)c(C(=O)N2CCOC[C@H]2Cc2cccc(-c3cccnn3)c2)c1,1
5459,C[C@@H]1CC[C@@H](Nc2nccc3c2cnn3C)CN1C(=O)c1ccccc1-n1nccn1,1
5460,CC[C@@H](Cn1ccc(-c2ccc(F)cn2)n1)N(C)C(=O)c1cc(C)ccc1-n1nccn1,1
5461,COc1ccc(N2CCN(c3c(S(=O)(=O)c4ccccc4)cnc4ccc(OC)cc34)CC2)cc1,0
5462,Cn1c(C(=O)Nc2ccc3c(c2)OCO3)cc2sccc21,0
5463,Cc1c(C#N)ccnc1O[C@@H]1CC[C@@H](C)N(C(=O)c2ccsc2-n2nccn2)C1,1
5464,COc1ccc(-c2cc(C3CC3)nc3sc(C#N)c(N)c23)cc1,0
5465,O=C(COC(=O)c1cncc(Br)c1)NCc1ccco1,0
5466,Cc1cccc(-n2c(SCC(=O)N3CCCC3)nc3nnc(C)c-3c2N)c1,1
5467,COc1ccccc1NC(=O)NCC1(N(C)C)CCCCC1,0
5468,CC(CC(=O)Nc1ccc(Cl)c([N+](=O)[O-])c1)c1ccccc1,1
5469,CCOc1ccccc1-c1noc([C@@H]2CCCN2C(=O)c2cc(OC)ccc2-n2nccn2)n1,1
5470,CNc1nc(-c2ccc3c(c2)CCN3C(=O)CC(C)(C)C)c(C)s1,0
5471,Cc1nc(N2CC3CN(C(=O)c4ccccc4-c4ncn(C)n4)CC3C2)ncc1F,1
5472,CCc1ccccc1N(C(=O)c1ccco1)C(C(=O)NC1CCCC1)c1cccnc1,0
5473,COc1cccc(F)c1[C@@H]1C[C@H](F)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,1
5474,CCN(C(=O)CSc1nc2ccc([N+](=O)[O-])cc2s1)C1CCS(=O)(=O)C1,1
5475,O=C1CCCc2nc(N3CCN(Cc4ccccc4)CC3)ncc21,0
5476,O=C(c1cccc(F)c1-c1ncccn1)N1CC2CC(Oc3cnc(C(F)(F)F)cn3)C1C2,1
5477,COc1cccc(C(=O)N2CC3CN(c4nc(C)cc(C)n4)CC3C2)c1-n1nccn1,1
5478,Cc1ccc(NCc2nnc(SCC(=O)N(Cc3ccccc3)C(C)(C)C)o2)c(C)c1,0
5479,CC1=CC2=NC([C@]3(C)CCCN3C(=O)c3ccccc3-c3cccc(C)c3)=NC2C=C1C,1
5480,O=C(NNC(=O)c1ccccc1O)c1ccc(Cl)c(S(=O)(=O)N2CCc3ccccc32)c1,1
5481,C=CCN(CCc1nc(C(=O)O)c(C)o1)C(=O)c1ccccc1-n1nccn1,1
5482,COc1ccc(Nc2nc(N)nc(CSC(=S)N3CCC(C)CC3)n2)cc1,0
5483,CCC(=O)N1CCN(c2ccc(NC(=O)c3cc4ccccc4o3)cc2Cl)CC1,1
5484,Cc1ccc(-n2nccn2)c(C(=O)N2C[C@@H]3CN(c4nc5ccccc5n4C)C[C@@H]3C2)c1,1
5485,Cc1ccc(Oc2ccc(Cl)cc2NC(=O)c2cnccn2)cc1,0
5486,O=C(CSc1cccc[n+]1[O-])Nc1ccc([N+](=O)[O-])cc1Cl,1
5487,Cc1ccc(C(=O)CCC(=O)OCC(=O)N(CC(C)C)c2c(N)n(Cc3ccccc3)c(=O)[nH]c2=O)cc1,0
5488,CSc1ccc(C(=O)NCC(c2ccco2)N(C)C)cc1[N+](=O)[O-],1
5489,CCN(c1ccccc1)S(=O)(=O)c1ccc(Cl)c(C(=O)NCc2ccco2)c1,0
5490,O=c1cc(-c2ccccc2Cl)oc2c(NS(=O)(=O)c3cccs3)ccc(O)c12,1
5491,Cc1ccc(-n2nccn2)cc1C[C@@H]1COCCN1C(=O)c1cccc(C)c1-n1nccn1,1
5492,COc1ccc2c(c1)NC(c1ccc(N(C)C)cc1)c1cccn1-2,1
5493,CC(C)=CCc1c(O)ccc(C(=O)Cc2ccccc2)c1O,0
5494,Cn1c(=O)n(C)c2cc(NS(=O)(=O)c3ccc(Br)s3)ccc21,0
5495,O=C(Cc1ccc(Cl)cc1)NNC(=S)NC(=O)c1cccnc1,0
5496,COc1cc2c(c(O)c1OC)C(=O)C(OC)CCC2,0
5497,C[C@@H]1C[C@@H](Nc2cc(OCC(F)F)ccn2)CN1C(=O)c1ccccc1C1(C#N)CCC1,1
5498,CCOc1ccc(N(CC(=O)Nc2ccc(C)cc2)S(C)(=O)=O)cc1,0
5499,Cc1cc(C)c2nc(O)cc(-c3ccc([N+](=O)[O-])cc3)c2c1,0
5500,Cc1nc(C(=O)N2CCCC2C2=NC3C(Br)=CC=CC3=N2)c(-c2cccc(Cl)c2)s1,1
5501,CC(C)n1c(=N)c(C(=O)NCCc2ccccc2)cc2c(=O)n3ccccc3nc21,1
5502,Cn1ncc2c(N3CCC(Cc4ccccc4)CC3)ncnc21,1
5503,O=C(c1ncccc1-c1ncccn1)N1C2CCC1C(Nc1ccc(C(F)(F)F)cn1)C2,1
5504,CCOc1ccc(C)nc1C(=O)N1C2CCC1C(COc1ccc(C(F)(F)F)cn1)C2,1
5505,CC1(C)CC(NS(=O)(=O)c2ccc(F)cc2)CC(C)(C)N1,1
5506,Cn1ncc2c(CN3CCCC4(CCN(c5cnc6ccccc6n5)CC4)C3=O)cccc21,1
5507,COC(=O)C(NC(=O)c1ccc(F)cc1)(Nc1ncc(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)s1)C(F)(F)F,0
5508,Cc1ccc(N2CCN(CC(O)COc3cccc4ccccc34)CC2)cc1,0
5509,COc1ccccc1CNC(=O)c1ccc(CS(=O)(=O)c2ccccc2OC)o1,0
5510,CSC1=CC2=NC([C@@H]3CCCN3C(=O)c3cncnc3-c3ccc(Br)c(Cl)c3)=NC2C=C1,1
5511,COc1c(F)cccc1-c1nc([C@@H]2CCCN2C(=O)c2ccc(Cl)cc2-n2nccn2)no1,1
5512,O=C(c1ccccc1-c1ccccc1)N1CCC[C@H]1c1nc(-c2ccccc2OC(F)(F)F)no1,1
5513,CSc1ncccc1C(=O)NCC1CCCCC1,0
5514,Cc1ccc(-c2ccccc2)c(C(=O)N2CC(F)(F)C[C@@H](C)C2CNc2ncc(C(F)(F)F)cn2)n1,1
5515,COc1cc(C(=O)N2CC[C@H]2c2nc(-c3ccccc3OC(F)(F)F)no2)c(-n2nccn2)cc1F,1
5516,CCN(CC)c1ccc(NC(=O)c2ccc3c(c2)c(C)c(C)n3C)cc1,1
5517,Cc1ccc(NC(=O)CC(C)c2ccccc2)cc1S(=O)(=O)N1CCOCC1,1
5518,O=C(Cc1ccc(Cl)cc1)Nc1ccc(SC(F)F)cc1,0
5519,Cc1cccc(C(=O)N2C[C@@H](C)OC[C@H]2Cc2cc(-c3ncccn3)ccc2F)c1-n1nccn1,1
5520,COc1ccc2[nH]cc(CCNS(=O)(=O)c3ccccc3)c2c1,0
5521,COc1cccc(OC)c1C1CCCCC(=O)N1Cc1cccc(-n2cccn2)n1,1
5522,COc1cc(CN2CCSCC2)c([N+](=O)[O-])cc1OC,0
5523,CN(C)C(=O)Oc1c(Cl)cc(Cl)c2ccccc12,0
5524,COc1ccc(CCNC(=O)C2(C)CCC(=O)N2CCC(C)C)cc1OC,0
5525,Cc1cc(C)nc(SCc2nc(N)nc(-c3ccccc3O)n2)n1,1
5526,COC(=O)CSc1nc2ccc(NC(=O)CSc3nnnn3Cc3ccccc3)cc2s1,0
5527,CCOC(=O)C1CCN(C(=O)CCc2c(C)nc3ncnn3c2C)CC1,0
5528,COC1=CC2=NC([C@]3(C)CCCN3C(=O)c3nc(C)ccc3-n3nccn3)=NC2C=C1OC,1
5529,COc1ccccc1N1CC(=O)C(c2nc3ccccc3s2)=C1N,0
5530,CCN(CC)c1ccc2c(c1)OC(N)=C(C#N)C2c1cccnc1,0
5531,C[C@@H]1CN(C(=O)c2ccc(Cl)cc2-n2nccn2)[C@H](Cc2cc(-n3nccn3)ccc2F)CO1,1
5532,Cc1ccc(-c2ccn(C)n2)c(C(=O)N2CCC[C@@H](C)[C@H]2CNc2ccc(C(F)(F)F)cn2)c1,1
5533,Cc1ncc(CN2CCCC(CCC(=O)NCc3ccccc3F)C2)s1,0
5534,CC(C)(C)c1ccc(-n2ncc3c2CCCC3NC(=O)CCn2cncn2)cc1,0
5535,Oc1c(C(c2cccs2)N2CCN(c3ccc(F)cc3)CC2)sc2ncnn12,0
5536,O=C(CCC1(C(=O)O)CCC(=O)NC1)NCc1ccccc1,0
5537,Cc1ccc(C(=O)N2CC3CC(Oc4ccc(C(F)(F)F)cn4)C2C3)c(-n2ccnn2)n1,1
5538,CCN(c1ccc(OCC(=O)OCC(=O)c2c(N)n(C)c(=O)n(C)c2=O)cc1)S(=O)(=O)c1ccccc1,0
5539,CC(C)Oc1ccnc(O[C@@H]2CC[C@@H](C)N(C(=O)c3ccccc3-n3ncnn3)C2)c1,1
5540,CCn1cc([N+](=O)[O-])c(C(=O)N2N=C(c3ccc(O)c(OC)c3)CC2c2ccccc2O)n1,0
5541,CCOc1cc(CNC(=O)CCCn2c(=O)c3cccn3c3cccnc32)cc(OCC)c1OCC,1
5542,O=C(CSc1nc2cc(Cl)c[nH]c-2n1)Nc1ccccc1-c1ccccc1,1
5543,Cc1ccc(-n2nccn2)c(C(=O)N2CCC[C@H]2c2noc(-c3cccc4c3OCC4)n2)c1,1
5544,CO[C@H]1CN(C(=O)c2nc(C)sc2-c2ccccc2)C(C)(C2=NC3C(=N2)C=CC(Cl)=C3C)C1,1
5545,Nc1c(C(=O)c2ccc(Br)s2)oc2ccccc12,1
5546,Cc1ccc(NC(=S)N(Cc2cccs2)Cc2cc3cccc(C)c3nc2O)cc1,0
5547,N#Cc1c(NC(=O)Cn2cnc3ccccc3c2=O)oc(-c2ccccc2)c1-c1ccccc1,0
5548,CCN(CCN(C)c1nccc(C(C)(C)O)n1)C(=O)c1cccnc1CC(F)(F)F,1
5549,O=C(Cc1cccc2ccccc12)NN1C(=O)CSC1=S,0
5550,CCS(=O)(=O)NCC(c1ccco1)N1CCN(c2ccccc2F)CC1,0
5551,C[C@@H]1CC[C@@H](Nc2nccn3c(Cl)cnc23)CN1C(=O)c1ccccc1-c1ncccn1,1
5552,COc1ccc(NC(=O)C(c2cc3c(cc2[N+](=O)[O-])OCO3)N2CCN(C=O)CC2)cc1,0
5553,Cc1cc(C)n2nc(SCc3cccc(F)c3)nc2n1,0
5554,CCN(CC(=O)Nc1ccc(NC(C)=O)cc1)C(=O)CCN1C(=O)c2cccc([N+](=O)[O-])c2C1=O,0
5555,COc1cc(Cl)c(C)cc1Nc1ncccn1,1
5556,COc1ccc(C)c2sc(NC(=O)CCS(=O)(=O)c3ccccc3)nc12,0
5557,COc1cccc(NC(=O)CN(C)C(=O)CSc2ccc3c(c2)OCCO3)c1,0
5558,CC(=O)c1ccc(NC(=O)Nc2ccc3c(c2)N(C)C(=O)CS3)cc1,1
5559,COc1ccnc(N2CC3CN(C(=O)c4ccccc4-c4cccc(Cl)c4)CC3C2)n1,1
5560,CCOc1ccc(OCC)c(NC(=O)Cn2cccc2)c1,0
5561,CCOc1c(F)cccc1[C@@H]1C[C@@H](Cl)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,1
5562,COc1ccccc1NC(=O)c1ccc2nc(C)sc2c1,0
5563,CCOC(=O)CNC(=O)N1CCc2ccc(NC(=O)c3ccccc3OC)cc2C1,0
5564,O=C1CCC(C(=O)N2CCSCC2)CN1Cc1ccc(Cl)cc1,0
5565,Cn1c(SCC2CCCO2)nnc1-c1ccc([N+](=O)[O-])cc1,1
5566,CCOc1ncccc1C1N=NC([C@@H]2CCCN2C(=O)c2cc(OC)c(C)cc2-n2nccn2)=N1,1
5567,Cc1ccc(Nc2nnc(SCC(=O)NC3CCS(=O)(=O)C3)s2)c(C)c1,0
5568,C[C@]1(Nc2cnc(C(F)(F)F)cn2)CCC[C@@H]1NC(=O)c1cc(F)ccc1-n1nccn1,1
5569,Cc1cnc(C(=O)N2C3CCC2C(COc2ccccn2)C3)c(-n2nccn2)c1,1
5570,CN(Cc1cccs1)C(=O)c1cccc(S(=O)(=O)N2CCCCCC2)c1,0
5571,Cc1ccc(-c2ncccn2)c(C(=O)N2CCCOC2Cn2ccc(-c3ccc(F)cn3)n2)c1,1
5572,Cc1ccc(-n2nccn2)c(C(=O)N2CC[C@H]2c2nc(-c3cccc(Cl)c3C)no2)c1,1
5573,Cc1ccc(CNC(=O)CNC(=O)c2ccco2)cc1,0
