,compound,score
12842,CCC(=O)N1CC2(CC(c3cccc([N+](=O)[O-])c3)=NO2)C[C@H]1C(=O)NCC(N)=O,1
12843,O=C(NCCC1=CCCCC1)c1cc2c(s1)CS(=O)(=O)C2,0
12844,NNC(=O)c1[nH]c(-c2ccccc2)cc1-c1ccccc1,0
12845,CCOc1ccc(CCNC(=O)c2cc(C)on2)cc1OCC,0
12846,COC(=O)C1CCCN1C(=O)COc1ccc(Cl)cc1Br,0
12847,COC(=O)[C@H](CC(C)C)NS(=O)(=O)N(Cc1ccccc1)[C@@H](CC(C)C)C(=O)OC,1
12848,CCOc1c(F)cccc1-c1nc([C@@H]2CCCN2C(=O)c2cc(Cl)ccc2-n2nccn2)no1,1
12849,Cc1ccc(C(=O)N2C(=S)C(c3ccc(F)cc3)=NC23CCN(C)CC3)cc1,0
12850,CC1CCN(c2c(NCC3CCC(C(=O)NCCc4ccc(Cl)cc4)CC3)c(=O)c2=O)CC1,0
12851,CCN(CC)c1ccc(CN(C)CCc2ccc(OC)c(OC)c2)cc1,0
12852,COc1ccccc1CNS(=O)(=O)c1ccc(-c2cc(C)no2)cc1,1
12853,NC(=O)[C@H]1CC2(CC(c3cccc(NC(=O)[C@H]4CCC(=O)N4)c3)=NO2)CN1C(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,1
12854,Cc1ccccc1N1CCN(C2CCCN(C(=O)CCN3CCCCC3=O)C2)CC1,0
12855,CC(=O)NC12CC3CC(C1)CC(C(=O)OCC(=O)c1cc(C)n(C)c1C)(C3)C2,0
12856,COc1ccccc1-c1ccccc1NC(=O)[C@@H]1CCCN1C(=O)CCc1nc2ccccc2[nH]1,1
12857,CC(C)(C)C(=O)NC1CCSC1=O,0
12858,O=C(COc1ncnc2ccccc12)NCc1ccc2c(c1)OCO2,0
12859,Cn1c(=O)c2c(ncn2CC(=O)OCC(=O)NC2CCCc3ccccc32)n(C)c1=O,0
12860,CCOc1ccc(CN(C)C(C)C(=O)Nc2ccc([N+](=O)[O-])cc2Cl)cc1OC,0
12861,C[C@@H]1CC(F)(F)CN(C(=O)c2nn(C)cc2-c2ncc(F)cn2)[C@@H]1COc1ncc(C(F)(F)F)cc1F,1
12862,O=C(CSc1nnc(CCc2nc3ccccc3[nH]2)n1-c1ccccc1)NCc1ccco1,0
12863,N=c1c(C(=O)NC2CCCCC2)cc2c(=O)n3ccccc3nc2n1CC1CCCO1,1
12864,COC(=O)CCN1CCN(S(=O)(=O)c2cccc(Br)c2)CC1,0
12865,COc1ccc(CCNC(=O)c2ccc([N+](=O)[O-])cc2Cl)cc1OC,1
12866,COc1ccc(NC(=O)c2cc3c([nH]c4ccccc43)c(C)n2)cc1,1
12867,Cc1nc2oc3c(NCc4ccccn4)ncnc3c2c2c1COC(C)(C)C2,0
12868,Cc1ccc(C(=O)N2CCOC[C@H]2Cc2cc(-c3ncon3)ccc2F)c(-n2nccn2)c1C,1
12869,CCC(c1ccc(OC(F)(F)F)cc1)N1C(=O)C(C)CC1c1c(OC)cccc1OC,1
12870,Cc1ccc(-c2ncc(C)o2)c(C(=O)N2CC3CN(c4cc(N(C)C)nc(C)n4)CC3C2)n1,1
12871,O=C1c2cc(S(=O)(=O)N(CCO)CCO)ccc2-c2ccc(S(=O)(=O)N(CCO)CCO)cc21,1
12872,Cc1ccccc1NC(=O)c1cccnc1,0
12873,O=C(N[C@H]1CCC[C@@H]1Nc1nc2ccc(F)cc2o1)c1ccccc1-n1nccn1,1
12874,O=C(NCC1CC1)c1onc(CSc2ccncc2)c1C(=O)NCC1CC1,0
12875,CN(Cc1ccsc1)C(=O)CCc1nnc(CCCc2ccccc2)o1,0
12876,Cc1ccc(-n2nccn2)c(C(=O)N2CCC[C@H]2C2=NC(c3ccccc3)=NC2)c1,1
12877,CCn1c(CNc2ccc(F)cc2)nnc1SCC(=O)OC1CCCCC1,0
12878,Cc1cc(C)nc(NC2CC3CCC2N3C(=O)c2nc(C)ccc2-n2nccn2)n1,1
12879,O=C(COC(=O)c1ccccc1)Nc1ncc([N+](=O)[O-])s1,1
12880,COc1cc2c(cc1OC)C(Cc1ccc(Oc3ncccn3)c(OC)c1)N(CC(=O)NCc1ccccc1)CC2,1
12881,COc1ccc(C(C(=O)NC2CCCC2)N(Cc2cccnc2)C(=O)c2snc(C(N)=O)c2N)cc1OC,0
12882,Sc1nnc(-c2cc3c(s2)-c2ccccc2CC3)o1,0
12883,Cc1nnc(NC(=O)CSc2nnc(Cc3cccn3C)n2-c2cccc(C)c2C)s1,0
12884,O=C(NCc1ccc(Cl)cc1)c1ccc2c(=O)n(CC3CCCO3)c(=S)[nH]c2c1,0
12885,O=C(c1cc(Cl)ccc1-n1nccn1)N1CCOC[C@H]1Cc1cc(-n2nccn2)ccc1F,1
12886,O=C(Nc1ccccn1)c1cccs1,0
12887,COc1ccc(-n2nccn2)c(C(=O)N2C[C@H](OC)C[C@H]2C2=NC3C=CC(Cl)=C(C)C3=N2)c1,1
12888,COc1cccc(-c2nn(C)c3sc(C(=O)NCc4ccc(C)o4)cc23)c1,1
12889,Cc1ccc(-[n+]2c([O-])c(Cc3ccccc3)c(=O)n3nc(-c4ccccc4)ccc32)cc1,1
12890,Cc1ccc(-n2nccn2)c(C(=O)N2CC(F)(F)C[C@@H](C)C2CNc2ncc(C(F)(F)F)cn2)n1,1
12891,COc1ccccc1C(=O)Nc1cccc2cccnc12,1
12892,O=C(NCCC1CCCCN1S(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccccc1,0
12893,O=C(c1ccc(NS(=O)(=O)c2ccccc2)cc1)N1CCN(c2ccccc2)CC1,0
12894,O=C1NCCCC1C(=O)N1CCN(C(=O)c2ccco2)CC1,0
12895,C=CCSc1nc(O)c2ccccc2n1,0
12896,CC(C)OC(=O)c1ccc(NC(=O)C2C3CC4OC(=O)C2C4C3)cc1,0
12897,Cc1ccc(C2Nc3ccccc3-c3nc4ccccc4n32)o1,0
12898,O=C(Nc1ccc2nc(-c3cccs3)c(-c3cccs3)nc2c1)N1CCOCC1,1
12899,CC(C)c1cc(-c2cc(C(=O)NCc3ccccc3)on2)nc(NC2CCCC2)n1,0
12900,COc1ccc(Br)cc1CNC(=O)c1ccc2c(c1)N(C)CCS2,1
12901,O=C(O)CCN1C(=O)c2ccccc2C1=O,0
12902,Cc1cc(C)nc(N2CC3CN(C(=O)c4cccc(F)c4-c4ncco4)CC3C2)n1,1
12903,O=C(c1cccc(F)c1-c1ncccn1)N1CC[C@H]2CN(c3cc(C(F)(F)F)ccn3)[C@H]2C1,1
12904,O=C(Nc1ccccc1C(F)(F)F)c1cc(-c2ccc(O)cc2)on1,0
12905,CCCC(C)NC(=O)Cc1ccc(Br)cc1,0
12906,CCn1c([C@]2(C)CCCN2C(=O)c2ccc(C)cc2-n2nccn2)nc2cc(C)c(C)cc21,1
12907,COc1ccc(CNC(=O)c2cc(-c3cncc(C)c3)ncc2-c2cccc(F)c2)nc1OC,1
12908,C[C@@H]1CC[C@@H](Oc2cccc(C(C)(O)C3CC3)c2)CN1C(=O)c1ccccc1-n1nccn1,1
12909,COc1cc(C(=O)N2CCC[C@@]2(C)C2=NC3C=C(C(F)(F)F)C=CC3=N2)c(-n2nccn2)cc1OC,1
12910,CCN(CCc1ccc(C(C)(C)O)cn1)C(=O)c1ccccc1-n1ncnn1,1
12911,COc1ccc(C2(O)CC3CCC(C2)N3c2nc(C)cc(C)c2C#N)cc1,0
12912,Cc1ccc(-n2nccn2)c(C(=O)N2CCC[C@@H](C)[C@H]2CNc2ncccc2C(F)(F)F)c1,1
12913,COC1=CC2=NC([C@@H]3CCCN3C(=O)c3cc(Cl)ccc3-n3nccn3)=NC2C=C1,1
12914,Cc1cc(C)nc(N2CC3CN(C(=O)c4c(C)cccc4C)CC3C2)n1,1
12915,COCCN(CC(=O)Nc1cccc(C)c1C)C(=O)c1cc2c(s1)CCC2,0
12916,Cc1nc(N2CCOCC2)nc(O)c1C,0
12917,CCCCn1c(N)c(N(CC(C)C)C(=O)c2cc(C)nc3ccccc23)c(=O)[nH]c1=O,0
12918,COC(=O)c1sccc1NC(=O)c1cc(-c2ccc(C)cc2C)nc2ccccc12,0
12919,CCOc1ccc(NC(=O)CNS(=O)(=O)c2c(C)cc(C)cc2C)cc1,1
12920,CC(CSc1nc2ccccc2s1)Cn1c(N2CCCC2)nc2c1c(=O)[nH]c(=O)n2C,1
12921,O=C(CCc1ccncc1)NC1CCCc2c1cnn2-c1cc(F)cc(F)c1,0
12922,O=C(NCC1CCC(O)CN1C(=O)c1ccccc1-c1ccccc1)c1cccc2cccnc12,1
12923,CC1CCC(Oc2cccc3ccncc23)CN1C(=O)c1ccccc1-n1nccn1,1
12924,CC(C)(O)c1ccnc(N2CC[C@@H]3CCN(C(=O)c4ccccc4-n4nccn4)C[C@@H]32)c1,1
12925,CC(=O)N(C(C)=O)N1C(=O)c2cccc3c(N4CCOCC4)ccc(c23)C1=O,1
12926,O=C(CSc1nc(=O)n(CCCN2CCOCC2)c2c1CCC2)Nc1ccc([N+](=O)[O-])cc1,0
12927,COc1ccc(C)cc1NC(=O)C1CCCN(S(=O)(=O)c2cccs2)C1,1
12928,CCc1ccc(C(=O)NNC(=O)CCc2nc(O)c3ccccc3n2)cc1,0
12929,COc1ccc(NC(=O)c2cc3c(=O)n(C)c4ccccc4c3n2C)cc1OC,1
12930,O=C(c1cccc(F)c1-c1ncccn1)N1CC2CC(Oc3ccc(C(F)(F)F)nn3)C1C2,1
12931,CCOC(=O)c1ccc2nc(C)c(CC)c(Cl)c2c1,0
12932,Cc1cn2ccnc(O[C@@H]3CC[C@@H](C)N(C(=O)c4ccsc4-c4ncccn4)C3)c2n1,1
12933,COc1cc(CC(=O)OCc2cccc([N+](=O)[O-])c2)cc(OC)c1OC,0
12934,O=C(Nc1ccc(NC(=O)c2ccco2)nc1)c1cccc(F)c1,0
12935,O=C(NN1CCOCC1)c1ccc(F)cc1,0
12936,COC(=O)c1ccc(NC(=O)CSc2nnnn2C2CCCCC2)cc1,0
12937,COc1ccc(CCNC(=O)CCC(=O)n2ncc3ccc(Cl)cc32)cc1OC,0
12938,CCc1nc2ccc(C(=O)Nc3ccc4c(c3)OCO4)cc2nc1CC,1
12939,CC(=O)c1ccc(-c2nnc(CCC(=O)N(C)Cc3cccc4cnccc34)o2)s1,1
12940,Cc1ccc(-n2cccn2)c(C(=O)N2C3CCC2C(COc2ccccn2)C3)n1,1
12941,O=C1c2sc3nc4ccccc4n3c2C(=O)N1c1ccccc1Cl,1
12942,CC1(C)OC(=O)C(N=Nc2ccc(O)cc2)=C(O)O1,1
12943,C=C1C[C@@H](C2=NC3C=C(Cl)C(C(F)(F)F)=CC3=N2)N(C(=O)c2ccccc2-n2cccn2)C1,1
12944,CN(C)C(=O)C1Cc2ccccc2CN1S(=O)(=O)c1cccs1,0
12945,COc1ccc(CN(C)C(=O)c2cc(-c3ccccc3)nc3ccc(C)cc23)c(OC)c1OC,1
12946,Cc1ccc(S(=O)(=O)N2CCN(C(=O)CN3CCCCC3)C2C(C)C)cc1,0
12947,O=C(CSc1ccccn1)N1CCN(C(=O)CSc2ccccn2)CC1,0
12948,CC1=C(C)C2N=C([C@]3(C)CCCN3C(=O)c3ccccc3-c3ccc(C)cc3)N=C2C=C1,1
12949,Cc1oc(C[C@H]2CCCCN2C(=O)c2ccccc2CC(F)F)nc1C(C)(C)O,1
12950,O=C(Nc1nc(-c2ccc(Cl)s2)cs1)c1ccncc1,1
12951,N#Cc1ccnc(N2CC[C@@H]3CCN(C(=O)c4cccnc4-n4cccn4)C[C@@H]32)c1,1
12952,C[C@@H]1CC[C@@H](Oc2cc(C#N)ccn2)CN1C(=O)c1nscc1-n1nccn1,1
12953,COc1cc(C2NC(=O)NC(O)(C(F)(F)F)C2C(C)=O)cc(OC)c1OC,0
12954,O=C(Nc1ccccc1)N(O)c1ccc(Cl)cc1,0
12955,OCC1(Cc2cccc(Cl)c2)CCCN(Cc2ccc3cc(F)ccc3n2)C1,1
12956,COc1cccc(C(=O)N(Cc2cc3cc(C)ccc3nc2O)C(C)C)c1,1
12957,O=C(O)CN1CCN(c2ncc(C(F)(F)F)cc2Cl)CC1,0
12958,Cc1c(Cl)cccc1-c1noc([C@@H]2CCCN2C(=O)c2cc(F)ccc2C2=CCN=N2)n1,1
12959,CC(Sc1ccc(Cl)cc1)C(=O)NNC(=O)c1ccccc1O,1
12960,CCOC(=O)c1nc(Nc2ccccc2C)c2ccccc2n1,0
12961,COc1ccc(-c2sc(C)nc2C(=O)N2CC[C@H](C)[C@H]2C2=NC3C(C(F)(F)F)=CC=CC3=N2)cc1,1
12962,O=C(CCCn1nnnc1CN1CCOCC1)N1CCC(c2ccccc2Cl)C1,0
12963,C#CC(CC)(CC)NC(=O)c1ccc(Br)s1,0
12964,O=C(COC(=O)c1cccs1)NCc1cccs1,0
12965,O=C1Nc2ccc3sc4ccccc4c3c2C1=O,1
12966,O=C(O)c1cc(-n2[nH]c(=O)c3ccccc3c2=O)ccc1Cl,0
12967,CC(=O)N(C1=C(N2CCOCC2)C(=O)c2ccccc2C1=O)c1ccc(C(=O)O)cc1,1
12968,O=C1N(Cc2c[nH]c3ccccc23)CCCC12CCN(c1nccc3occc13)CC2,1
12969,CCOc1ccc(S(=O)(=O)N2CCC(C(=O)N3CCCCCC3)CC2)cc1Cl,0
12970,O=C(c1cccc2c1OCCO2)N1CC2CN(c3nccc(-c4ccccc4)n3)CC2C1,1
12971,COC(=O)C(Cc1ccccc1)NC(=O)c1ccc(C)cc1,0
12972,Cc1ccc(-c2cccnc2)c(C(=O)N2CCC[C@@H](C)[C@H]2CNc2ccc(C(F)(F)F)cn2)c1,1
12973,Nc1ccccc1C(=O)NNc1c2ccccc2nc2ccccc12,0
12974,Cc1cc(C(C)(C)C)oc1C(=O)N(CC(=O)NC1CCCC1)Cc1ccccc1Cl,1
12975,CN(C)c1ncnc2sc(-c3ccccc3)cc12,1
12976,CC1=C(Cl)C=CC2=NC([C@@H]3[C@@H](C)CCN3C(=O)c3cc(C)ccc3-c3cccnc3)=NC21,1
12977,Cc1cnc2cc([N+](=O)[O-])ccc2n1,1
12978,CCOC(=O)c1sc(NC(=O)CSCc2c(C)noc2C)nc1C,0
12979,CCCC(=O)C1=C(NC)CC(C)(C)C(C(=O)OC)C1=O,0
12980,Cc1ccnc(N2CC3CN(C(=O)c4ccccc4-c4cccs4)CC3C2)c1,1
12981,CC1=C(C)C2N=C([C@]3(C)CCCN3C(=O)c3nc(C)sc3-c3cccc(Cl)c3Cl)N=C2C=C1Br,1
12982,CNc1nccc(-c2ccc(Cl)cc2)c1C#N,0
12983,COc1cccc(OC)c1C1CCCC(=O)N1Cc1cnc(OC(F)F)c(C2CC2)c1,1
12984,COCc1cc(Sc2cccc(Cl)c2Cl)nc(-c2ccccc2)n1,0
12985,COc1ccc(OC)c(NC(=O)c2cccc(NC(=O)c3ccccc3)c2)c1,1
12986,COCCCn1c(=O)c2sccc2n(Cc2ccccc2C)c1=O,0
12987,CN1CCN(CCc2nc3cc(NC(=O)c4ccco4)ccc3n2C)CC1,0
12988,C[C@]1(Nc2cnc(C(F)(F)F)cn2)CCC[C@@H]1NC(=O)c1c(F)cccc1F,1
12989,COc1ccc(NC(=O)c2cc(CC(C)C)nc3ccccc23)cc1,0
12990,COCCCNC(=O)CCC(=O)NNc1nc2ccccc2c2nc(-c3ccccc3)nn12,1
12991,Cn1ncc(C(=O)N2C3CCC2C(COc2ccccn2)C3)c1-c1ccccc1,1
12992,COC(=O)c1cc(OC)c(OC)cc1NC(=O)c1ccc(Br)o1,0
12993,COc1ccc(N(CC(=O)NCCc2cccc(C)c2)S(=O)(=O)c2c(C)noc2C)cc1,1
12994,CC(=O)c1c(N2CCOCC2)nc2ccc(Br)cc2c1-c1ccccc1,0
12995,CCOC(=O)c1c(N)n(CCOC(=O)c2cccs2)c2nc3ccccc3nc12,1
12996,COc1cccc(-c2ccc(C)cc2C(=O)N2CCC[C@@]2(C)c2nc3cc(C)c(C)cc3n2CC2CC2)c1,1
12997,O=C(Cc1ccc(-n2cccc2)cc1)NCc1cccs1,0
12998,O=C(COc1ccc(C(=S)N2CCCC2)cc1)Nc1ccccc1C(F)(F)F,1
12999,Cc1ccc(-n2nccn2)c(C(=O)N2CC3CCCC3C2CNc2ccc(C(F)(F)F)cn2)c1,1
13000,O=NNc1nc2ccccc2n1Cc1ccccc1,0
13001,CC(C)C(C)NC(=O)COc1ncnc2ccccc12,0
13002,CC1=CC(Cl)=CC2=NC([C@@H]3[C@@H](C)CCN3C(=O)c3cc(Cl)ccc3-n3nccn3)=NC12,1
13003,Cc1cccc2c3nc4ccccc4nc3n(C)c12,1
13004,CN1CCc2c(CN3CCCC4(CCN(c5cnc6ccccc6n5)CC4)C3=O)cccc21,1
13005,COc1ccc(C(=O)c2nccc3cc(OC)c(OC)cc23)cc1OC,1
13006,Cc1ccc(-c2ccc(C)cc2C(=O)N2CCC[C@@]2(C)c2nc3cc(C)c(C)cc3n2CCF)cc1,1
13007,O=C(c1ccccc1-c1cccs1)N1CC2CN(c3nc4ccccc4o3)CC2C1,1
13008,COc1cc2nc([C@]3(C)CCCN3C(=O)c3cc(C)ccc3-n3nccn3)n(CC3CC3)c2cc1OC,1
13009,COc1ccc(-n2nccn2)c(C(=O)N2CC3CN(c4cnc5cc(F)c(F)cc5n4)CC3C2)c1,1
13010,CC(=O)Nc1ccc2c(c1)c1ccccc1n2C(C)=O,1
13011,CC1=CC2=NC([C@@H]3[C@@H](C)CCN3C(=O)c3nc(C)sc3-c3cc(F)cc(F)c3)=NC2C=C1C,1
13012,CCCCn1c(SCC(=O)Nc2cc(NC(=O)c3ccco3)ccc2C)nc2ccccc2c1=O,1
13013,Cc1ccc(Sc2c([N+](=O)[O-])c(=O)n(C)c3ccccc23)cc1,0
13014,Cc1ccc(C2NC(=O)c3ccccc3O2)cc1,0
13015,Cc1ccccc1C(=O)c1c[nH]nc1-c1ccccc1O,0
13016,Cc1ccccc1C(=O)c1cccn1CC(=O)NCC(C)c1ccccc1,1
13017,O=C(c1cccc2cccnc12)N1C2CCC1C(COc1ccc(F)cn1)C2,1
13018,Cc1ccc(-c2ncco2)c(C(=O)N2CCC[C@@H](Nc3ccc(C(F)(F)F)cn3)[C@@H]2C)n1,1
13019,COc1ccc(NS(=O)(=O)c2ccc(C)c(C(=O)N(C)CCc3ccc(OC)c(OC)c3)c2)cc1,0
13020,CO[C@@H]1C[C@@H](CNC(=O)c2cccc3cccnc23)N(C(=O)c2ccccc2-c2ccccc2)C1,1
13021,CCc1ccc(Nc2cnn(-c3nc4ccccc4s3)c(=O)c2Cl)cc1,0
13022,COc1ccccc1CNC(=O)C(=O)NCC1OCCN1C(=O)c1ccc(Cl)cc1,0
13023,Cc1ccc(C(=O)c2coc3c2C(=O)C(=O)c2ccccc2-3)cc1,1
13024,COc1ccc(CCC(=O)OCC(=O)c2cccc(OC)c2)cc1,0
13025,O=C(NC1CC(F)(F)CC1Nc1cnc(C(F)(F)F)cn1)c1ccccc1-n1nccn1,1
13026,CN(CC(=O)Nc1cccc(F)c1)C(=O)c1ccccc1Sc1ccccc1C#N,1
13027,COc1cc(F)ccc1[C@@H]1C[C@@H](O)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,1
13028,O=C(N[C@H]1CCC[C@@H]1Nc1ccc(C(F)(F)F)cn1)c1ccccc1Cl,1
13029,COc1ccc(S(=O)(=O)Nc2ccccc2-c2nnn(CC(=O)Nc3ccccc3OC)n2)cc1,1
13030,N#Cc1ccnc(N2CC[C@@H]3CCN(C(=O)c4ccccc4OC(F)(F)F)C[C@@H]32)c1,1
13031,Cc1ccc(-n2nccn2)c(C(=O)N2CCC[C@H]2c2nc(-c3ccnc(Cl)c3)no2)c1,1
13032,C=C1C[C@@H](C2=NC3C=C(OC)C=CC3=N2)N(C(=O)c2nc(N3CCCC3)sc2-c2cccc(F)c2)C1,1
13033,CC(C)N(Cc1ccccc1)C(=O)CN1C(=O)NC2(CCCCCC2)C1=O,0
13034,COc1ccc(C(=O)N2CCCC(CCC(=O)N3CCN(c4ccccn4)CC3)C2)cc1,0
13035,O=C(Nn1cnnc1)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,1
13036,Cc1cccc(C(=O)N2CC3CCC2C(Nc2cnc(C(F)(F)F)cn2)C3)c1-n1nccn1,1
13037,CC1=CC=CC2=NC([C@]3(C)CCCN3C(=O)c3nc(C)sc3-c3cccc(Cl)c3)=NC12,1
13038,CCn1nc(NC(=O)c2ccncc2)c2cc3cc(C)ccc3nc21,0
13039,Cc1cc(NC(=O)CCC(=O)N(Cc2cccs2)C(C)(C)C(=O)NC2CCCCC2)no1,0
13040,CC(=O)Cc1nsc(NC(=O)c2ccc(-c3ccc(Cl)cc3Cl)o2)n1,0
13041,CCOC(=O)c1cnc2ccccc2c1NCc1ccco1,0
13042,C[C@@H]1CC[C@@H](n2ncc(C(C)(C)O)n2)CN1C(=O)c1ccccc1C1CC1,1
13043,Cc1cccc(S(=O)(=O)N2CCn3cccc3C2C)c1,0
13044,Cc1ccc(-c2cc(C(=O)NN=CC(Br)=Cc3ccccc3)[nH]n2)o1,1
13045,Cc1ccc(-n2nccn2)c(C(=O)N2CC(F)(F)C[C@@H](C)C2CNc2ncc(Cl)cn2)n1,1
13046,CN(CCc1cnn(C)c1)C(=O)CCc1nnc(CCCc2ccccc2)o1,0
13047,NC(=O)c1ccc(-c2ccccc2F)cc1,0
13048,CCOc1ccc(S(=O)(=O)n2c(C)nc3ccccc32)cc1,0
13049,O=C(c1cccc(F)c1-n1cccn1)N1CCC[C@H]1c1nc(-c2ccccc2OC(F)(F)F)no1,1
13050,COC(=O)c1c(O)ccnc1O[C@@H]1CC[C@@H](C)N(C(=O)c2ccccc2-n2nccn2)C1,1
13051,Cc1ccc(NC(=S)NC(=O)CC2CC(C)(C)OC2=O)cc1,0
13052,COc1ccccc1C(=O)N[C@H]1CCC[C@@H]1Nc1nc2ccc(F)cc2s1,1
13053,CN(C)c1ccc(S(=O)(=O)c2ccc(Cl)cc2)cc1,0
13054,COc1ccc(S(=O)(=O)Cc2ccc(C(=O)N3CC(C)CC(C)C3)o2)cc1,0
13055,CCC(=O)NC(=S)Nc1ccc(NC(=O)c2ccccc2[N+](=O)[O-])cc1,0
13056,CCc1sc(N(C(=O)Cc2ccccc2)c2ccc(F)cc2)nc1-c1ccccc1,0
13057,O=C(COC(=O)c1cc(-c2ccncc2)nc2ccccc12)Nc1ccc2c(c1)OCO2,1
13058,Cc1c(Cl)ccc2c1nc([C@]1(C)CCCN1C(=O)c1ccccc1-n1nccn1)n2C,1
13059,COc1ccc(N(CC(=O)NCC2CCCO2)C(=O)CCC(=O)Nc2nccs2)c(OC)c1,0
13060,Cc1ccc(-n2nccn2)c(C(=O)N2C(C)C3CC(Oc4cnc5cc(F)c(F)cc5n4)C2C3)n1,1
13061,COc1ccc(CNC(=O)CN(C)CC(=O)Nc2ccccc2Br)cc1,0
13062,Cc1nn(Cc2ccccc2Cl)c(C)c1C(=O)OCC(=O)N1CC(C)OC(C)C1,0
13063,O=C(CCn1c(=S)[nH]c2ccccc2c1=O)N1CCOCC1,0
13064,COc1ccc(C2=C(Nc3ccc(F)cc3)c3ccccc3C2=O)cc1,0
13065,O=C1N(Cc2noc3ccccc23)CCCC12CCN(c1cnc3ccccc3n1)CC2,1
13066,COc1ccc(N2CSC3=C(C#N)C(c4cccs4)CC(=O)N3C2)cc1,0
13067,CCOc1ncccc1C(=O)N1CC2CN(c3cnc4cc(F)c(F)cc4n3)CC2C1,1
13068,COc1ccc(CN(C)C(=O)CNC(=O)c2ccc3ccccc3c2)c(OC)c1,0
13069,CSc1cccc(NS(=O)(=O)c2ccc3c(c2)CCN3C(C)=O)c1,0
13070,Cc1cnc(C)c(N2C[C@@H]3CCN(C(=O)c4ccccc4-n4nccn4)C[C@@H]32)n1,1
13071,COc1nc(-c2cccs2)cc(-c2ccc(C)cc2)c1C#N,0
13072,O=C(NCCn1cccn1)c1ccc(OC2CCN(CCc3ccccc3)CC2)cc1,0
13073,Cc1ccc(NC(=O)CN2C(=O)CCSc3ccc(S(=O)(=O)N4CCCC4)cc32)cc1,0
13074,CC(C)n1cc[n+](C2=C([N-]S(=O)(=O)c3ccccc3)C(=O)c3ccccc3C2=O)c1,1
13075,CCN(CC)CC#CCC(O)(c1ccccc1)c1ccccc1,0
13076,CCC(C)(O)c1cc([C@@H]2CC[C@@H](C)N(C(=O)c3ccccc3-n3nccn3)C2)on1,1
13077,Cc1ccc(-n2nccn2)c(C(=O)N2CCC[C@H]2c2nc(-c3cccc(C)c3C)no2)c1,1
13078,COc1ccc(NC(=O)c2cc(-c3cc(C)ccc3O)[nH]n2)cc1Cl,1
13079,Cc1occc1-c1nnc(SCC(N)=O)n1Cc1ccco1,1
13080,O=C(CSc1nnc(-c2ccccn2)n1Cc1ccccc1)N1CCCC1,0
13081,Cc1ccc(-c2ncccn2)c(C(=O)N2C3CCC2C(Nc2ccc(C(F)(F)F)cn2)C3)n1,1
13082,Cc1ccc(S(=O)(=O)NCc2nc3nc(C)cc(C)n3n2)c(C)c1,0
13083,CC(=O)N1c2ccc(S(=O)(=O)N3CCCC(C(=O)Nc4ccc(C)cc4C)C3)cc2CC1C,0
13084,O=C(c1ccccc1-c1ccccc1)N1CC2CN(c3ccc4ccccc4n3)CC2C1,1
13085,O=C(OCC(=O)N1CCCC1=O)c1cccc([N+](=O)[O-])c1,1
13086,CC(C)C(=O)Nc1ccc(NC(=O)c2ccc([N+](=O)[O-])cc2Cl)cc1,0
13087,C=C1C[C@@H](C2=NC3C=C(OC)C=CC3=N2)N(C(=O)c2nc(C)sc2-c2ccc(Cl)cc2)C1,1
13088,CN(Cc1ccccc1)C(=O)CCSc1nc(-c2ccc3c(c2)OCO3)cc(C(F)(F)F)n1,0
13089,Cc1ccccc1C(=O)NCC(=O)c1ccccc1,0
13090,Cc1c(Cl)cccc1-c1noc([C@@H]2CCN2C(=O)c2ncsc2-c2ccccc2)n1,1
13091,C=CCN(CC=C)C(=O)CN1C(=O)NC(C)(c2ccc3cc(OC)ccc3c2)C1=O,0
13092,COc1cc(Cl)c(C)cc1NC(=O)c1ccc(S(C)(=O)=O)cc1,0
13093,Cc1cccc(-n2nc([N+](=O)[O-])c(NC3CCN(Cc4ccccc4)CC3)[n+]2[O-])c1,1
13094,COc1ccc(CC(=O)NCc2nnc(SCC(=O)Nc3ccc(OC)cc3)n2C)cc1,0
13095,Cc1ccc(C(=O)N2CCC[C@H]2c2nc(-c3ccccc3OC(F)F)no2)c(-n2nccn2)c1,1
13096,O=[N+]([O-])c1cccnc1Sc1nccc(O)n1,1
13097,O=C(c1c(F)cccc1-c1ncccn1)N1C2CCC1C(Nc1ccc(C(F)(F)F)cn1)C2,1
13098,COc1ccc(C)cc1NC(=O)n1ncc2c(C)cccc21,0
13099,O=C(c1ccccc1-n1nccn1)N1C2CCC1C(Nc1cnc(C(F)(F)F)cn1)C2,1
13100,C[C@@H]1CC[C@@H](Oc2nccn3ccnc23)CN1C(=O)c1nccnc1-c1ccccn1,1
13101,O=C(c1cc(-c2ccc(F)cc2)on1)N1CCN(c2ccc(F)cc2)CC1,0
13102,CCc1nc(I)c2n1CCN([C@@H](C(=O)NC)c1ccccc1)C2CCc1ccc(C(F)(F)F)cc1,1
13103,CC(=O)c1ccc(N2CCN(C(=O)C3(S(=O)(=O)c4ccc(Cl)cc4)CC3)CC2)cc1,0
13104,COc1cccc(CC(=O)Nc2ccc(S(=O)(=O)N3CCCCC3)cc2)c1,0
